ID_produit;userRef;stock;ean13;description;bullet_points;etat_produit;Prix_vente_mini;Prix_vente_conseil;Categorie;title;weight;Photo1;Photo2;Photo3;Photo4;Photo5;Photo6;supplier;taxRate;isPack;height;length;width;otherRef1;Mode_transport;Prix_achat;Prix_transport;otherRef5;otherRef6;otherRef7;otherRef8;otherRef9;otherRef10;otherRef11;otherRef14
;EAN41023;61;41023;;;;;;;MOOVO BAGUE DE GUIDAGE XA4 REF 41023;;;;;;;;NICE;2000;false;;;;;;100;;;;;;;;;
;EAN07551547;79;7551547;;;;;;;MOOVO FIXATION PILIER XW532;;;;;;;;NICE;2000;false;;;;;;10;;;;;;;;;
;EAN07551548;171;7551548;;;;;;;MOOVO FIXATION PORTAIL XW532;;;;;;;;NICE;2000;false;;;;;;10;;;;;;;;;
;EAN08663000;1;8663000;;;;;;;MHOUSE BRAS DROIT  WS100 WS200;;;;;;;;NICE;2000;false;;;;;COL;100;;;;;;;;;
;EAN09884610;32;9884610;;;;;;;MHOUSE COUSSINET RACLEUR WS2;13;;;;;;;NICE;2000;false;;;;;LET;200;;;;;;;;;
;EAN10414610;81;10414610;;;;;;;MHOUSE BAGUE BRONZE NA�45;10;;;;;;;NICE;2000;false;;;;;LET;1;;;;;;;;;
;EAN13064540;56;13064540;;;;;;;MOOVO TS432 RALLONGE DE RAIL ;;;;;;;;NICE;2000;false;;;;;COL;100;;;;;;;;;
;EAN13074610;89;13074610;;;;;;;MOOVO TS432 PROFIL JONCTION RAIL;;;;;;;;NICE;2000;false;;;;;COL;400;;;;;;;;;
;EAN086645673;1;86645673;;;;;;;MHOUSE BRAS COMPLET  WS200 WS100;;;;;;;;NICE;2000;true;;;;;COL;1500;;;;;;;;;
;EAN87902125;219;87902125;;;;;;;Kit plantation avec terreau horticole 20L Florabella | Pur Ver Fertilisant universel lombricompost 100% végétal | UAB;;;;;;;;Pur Ver;1000;true;;;;;;MOURA;;;;;;;;;
;EAN149145401;6;149145401;;;;;;;MOOVO LN432 CAPOT SUPERIEUR;653;;;;;;;NICE;2000;false;;;;;COL;200;665;;;;;;;;
;EAN1000024540;19;1000024540;;;;;;;MHOUSE CAPOT INFERIEUR WS2 WW2;;;;;;;;NICE;2000;false;;;;;COL;100;;;5,03E+12;;;;;;
;EAN3361673515;9;3361673515;;;;;;;ACTO FOUR11 INSECTICIDES;;https://m,mediaamazon,com/images/I/51tve4QB4KL,jpg;;;;;;SOJAM;2000;false;;;;;;497;;;;;;FOUR11;;;
;EAN0077924011139;11;77924011139;;;;;;;WEBER  PANIER A POISSON - PETIT MODELE, ACIER INOXYDABLE - 6470;800;https://thumbs.bfldr.com/at/psrh5xm7c99xg598bvgm7c?expiry=1656066685&fit=bounds&height=800&sig=MjRlNGQyYzk2ZWVkNTg4OGQzZTUyMjBmNTljZjg5NGE2ZDE5YzQ3Yw%3D%3D&width=1100;;;;;;WEBER;2000;false;50;99;210;;;2398;;;;;;6470;;4;
;EAN0077924029271;4;77924029271;;;;;;;WEBER  GO-ANYWHERE CHARCOAL GRILL - 1131004;6750;https://thumbs.bfldr.com/at/h54ntnftqchqjvsfxz45r9gb?expiry=1656070270&fit=bounds&height=800&sig=MWM0ZWFhNjZkODVhMzgxNGZhOGM4ZDE5NzNlM2JmYTUzMDVjNmJjYg%3D%3D&width=1100;;;;;;WEBER;2000;false;225;480;310;;;8341;;;;;;1131004;;24;
;EAN0077924035647;9;77924035647;;;;;;;WEBER  HOUSSE PREMIUM POUR SERIES Q 1000 - 7117;720;https://thumbs.bfldr.com/at/vzk92cw7tvfn4jw3nj3ss3nx?expiry=1656067657&fit=bounds&height=800&sig=ZWY4MWJkNGU2MDgzYmZiNDM3ZTdjOWNlZWYzMTkwM2Y1MjU1ZDE4NQ%3D%3D&width=1100;;;;;;WEBER;2000;false;110;130;110;;;2118;;;;;;7117;;4;
;EAN0077924048166;3;77924048166;;;;;;;WEBER  HOUSSE STANDARD POUR Q 1000 ET 2000 SUR PIED OU CHARIOT - 7177;250;https://thumbs.bfldr.com/at/8f774hf4tg5c8bfkjrn67bv?expiry=1656067588&fit=bounds&height=800&sig=NjgwYmM0ZjA5NzNjNzY4YzE4ZjQ2NTk1YmJkMDQ1YjgxNWQ3MWZkZQ%3D%3D&width=1100;;;;;;WEBER;2000;false;250;170;40;;;2718;;;Jardin;;;7177;;5;
;EAN0077924051395;2;77924051395;;;;;;;WEBER  EPONGE DE NETTOYAGE - 2 PIECES - 17688;200;https://thumbs.bfldr.com/at/cth5jqm3bfv8t4nv7bj3tnm?expiry=1656064389&fit=bounds&height=800&sig=YzY2MDAzMDk5ZWE4ZjUzNTE5YzM5NjYwODYwOGNlMTdlNjg2OThiYg%3D%3D&width=1100;;;;;;WEBER;2000;false;45;200;140;;AMZSok;276;392;;;;;17688;;12;
;EAN0077924083686;6;77924083686;;;;;;;WEBER  BOETE DE BOIS DE FUMAGE - POUR VOLAILLE - 0,7KG - 17833;750;https://thumbs.bfldr.com/at/nfctctrt68nqrt8x8wx3bbc?expiry=1656067165&fit=bounds&height=800&sig=ODRmN2RkOWJmNDU3MGY5MGRiNjRmNGE1NzRjNzEzZWZhM2JiZWM5Mg%3D%3D&width=1100;;;;;;WEBER;2000;false;115;320;170;;;529;;;;;;17833;;6;
;EAN0077924119866;12;77924119866;;;;;;;WEBER  NETTOYANT POUR GRILLES DE CUISSON - 300 ML - 17875;400;https://thumbs.bfldr.com/at/n3tgxjgt53st75gb3z3tc6?expiry=1656064210&fit=bounds&height=800&sig=YTY5YzM2ZWEyNmYyMzFlMzQxOWQ2YWFlNmM4YTNlZWQxNmE1MjY4Yg%3D%3D&width=1100;;;;;;WEBER;2000;false;5;245;10;;;818;;;;;;17875;;12;
;EAN0077924129843;4;77924129843;;;;;;;WEBER  CLASSIC KETTLE E 57 CM - 1341553;450;;;;;;;WEBER;2000;true;126;126;256;;;12137;;;;;;;;10;
;EAN0077924159510;5;77924159510;;;;;;;WEBER  BROSSE DE NETTOYAGE - POIGNEE BAMBOU, 46 CM - 6276;100;https://thumbs.bfldr.com/at/p88x4xmptjcmq3f7g7ktz9j?expiry=1656064498&fit=bounds&height=800&sig=MTA3Y2ExNWI3NzljYjViMzFmYmExYWUzZDkwNDUwZjhhNjVmNjA0Yw%3D%3D&width=1100;;;;;;WEBER;2000;false;460;65;50;;;974;;;;;;6276;;12;
;EAN803259574288;1;803259574288;;;;;;;NICE PR400 BATTERIE DE SECOURS POUR FILO;;;;;;;;NICE;2000;false;;;;;;10;;;;;;;;;
;EAN3086960237981;0;3086960237981;;;;;;;EDA BAC DE RANGEMENT STOCK R AVEC COUVERCLE à CHARNIERE 85L COULEUR NOIR 10274 ;2430;https://images-na.ssl-images-amazon.com/images/I/31g+XXYUA4L.jpg;;;;;;EDA PLASTIQUES;2000;false;385;660;495;;COL;1003;1562;;;;;;;30;
;EAN3086960256395;1;3086960256395;;;;;;;EDA - JARDINIERE HAUTE CANCUN - 13570 G.BT ;1908;https://images-na.ssl-images-amazon.com/images/I/21nbtuRc64L.jpg;;;;;;EDA PLASTIQUES;2000;false;680;760;365;;COL;1367;412;;;;;;;4;
;EAN3108241592777;200;3108241592777;;;;;;;POCHETTE MATELASSEE;;;;;;;;CENPAC;2000;false;210;;150;;;MOURA;;;;;;;;;
;EAN3121970144239;119;3121970144239;;;;;;;NATUREN PAILLE DE CHANVRE DU MARAICHER 100L NATCHAN;11000;https://media.mr-bricolage.fr/media/catalog/product/cache/6b1c09900b407c50fce2db5e66ebc123/n/a/natchan-3121970144239-visuel_produit_base-natchan-3121970144239.jpg;;;;;;EVERGREEN;1000;false;150;800;600;OK;COLok;705;1445;;TERREAU;;;NATCHAN;;22;3XNET
;EAN3121970144604;10;3121970144604;;;;;;;KB ENGRAIS LIQUIDE CACTEES, PLANTES GRASSES KBCAC ARRET FOURNISSEUR ;750;https://images-na.ssl-images-amazon.com/images/I/41Ke7bG9lxL.jpg;;;;;;EVERGREEN;2000;false;46;180;78;OK;AMZS;252;463;B00EO2B2PM;;;ARRET PRODUIT;;;;
;EAN3121970150759;44;3121970150759;;;;;;;KB PUCERONS PRET A L EMPLOI 800ML CVPUCPAL  ;903;https://images-na.ssl-images-amazon.com/images/I/41GX1yEDSCL._AC_.jpg;;;;;;EVERGREEN;1000;false;270;140;60;OK;AMZSok;604;426;;;;CVPUCPAL-FBA;CVPUCPAL;;12;
;EAN3121970152746;1;3121970152746;;;;;;;FERTILIGENE SUBSTRAT POUR BONSAIS 6L FBONS6;1988;https://images-na.ssl-images-amazon.com/images/I/51sWg3HDQzL.jpg;;;;;;EVERGREEN;1000;false;380;230;100;;AMZSok;384;597;;;;;;;42;
;EAN3121970152944;10;3121970152944;;;;;;;NATUREN ENGRAIS GERANIUMS ET PLANTES FLEURIES;1421;https://images-na.ssl-images-amazon.com/images/I/31HMjszCeBL.jpg;;;;;;EVERGREEN;1000;false;280;100;60;OK;AMZSok;427;426;B00C0PHCWW;;;;;;;
;EAN3121970153026;30;3121970153026;;;;;;;NATUREN ENGRAIS FRAISIER 750G NATFR75;795;https://images-na.ssl-images-amazon.com/images/I/91xPkwEzk2L._AC_SL1500_.jpg;;;;;;EVERGREEN;1000;false;230;150;70;OK;AMZSok;314;426;B00YMVZ8FU;;;;;;10;
;EAN3121970154207;12;3121970154207;;;;;;;FERTILIGENE VER DE POIREAU TEIGNES CHENILLES 15ML PRODUIT INTERDIT A LA VENTE;62;;;;;;;EVERGREEN;2000;false;140;95;60;;AMZSok;1;392;;;;;;;;
;EAN3121970155112;4;3121970155112;;;;;;;NATUREN DESERBANT JARDIN COUR ALLEES 900ML NDESH900;994;https://www.leclub-bricolage.fr/media/catalog/product/cache/e4d64343b1bc593f1c5348fe05efa4a6/a/m/am886491-am886491-visuel_produit_base-3121970155112.jpg;;;;;;EVERGREEN;1000;false;270;130;60;OK;AMZSok;799;426;B085CMWXG3;Jardin +;;;;;12;
;EAN3121970156041;8;3121970156041;;;;;;;NATUREN TRAITEMENT D  HIVER ET FIN D HIVER NTH400 REPORT DES VENTES REF FERTILIGENE FTH400 ID 3031025;458;;;;;;;EVERGREEN;1000;false;200;90;60;OK;AMZSok;372;392;;;;;;;12;
;EAN3121970156065;100;3121970156065;;;;;;;KB INSECTICIDE VEGETAL POLYVALENT 500ML INPOLY50;540;https://shop.nc/media/catalog/product/cache/1/image/300x300/9df78eab33525d08d6e5fb8d27136e95/i/n/insect_v_g_poly_500ml.jpg;;;;;;EVERGREEN;1000;false;200;90;55;;AMZSok;729;392;;;;;;;12;
;EAN3121970159127;4;3121970159127;;;;;;;KB ENGRAIS GAZON ORGANIQUE 2,5 KG KBGAZBIOC;2702;https://images-na.ssl-images-amazon.com/images/I/41KLjgLE+hL.jpg;;;;;;EVERGREEN;1000;false;300;190;100;;AMZSok;981;597;;;;;KBGAZBIO;;4;
;EAN3121970159141;7;3121970159141;;;;;;;EVERGREEN ACTIVATEUR DE COMPOST UAB 1,5KG KBCOMPO;1620;https://images-na.ssl-images-amazon.com/images/I/518Lw9yg5YL.jpg;;;;;;EVERGREEN;2000;false;260;180;70;;AMZSok;426;476;B07N9L8P9G;;;;KBCOMPO;;10;
;EAN3121970160529;1;3121970160529;;;;;;;NATUREN 7 PIEGES JAUNE ENGLUES NPJAUNE;121;https://images-na.ssl-images-amazon.com/images/I/51tcjQW3Z6L.jpg;;;;;;EVERGREEN;1000;false;290;120;5;OK;AMZSok;439;392;B0795XQVCL;;;;NPJAUNE;;12;
;EAN3121970160727;16;3121970160727;;;;;;;KB - INSECTICIDE VEGETAL POLYVALENT BIO 800ML - KVEGPAL ATTENTION NE PAS RECOMMANDER SANS CONTROLE PRIX CAR PRODUIT DESTOCKE;892;https://shop.nc/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/n/insecticide-vegetal-polyvalent-800ml.jpg;;;;;;EVERGREEN;1000;false;265;140;60;;AMZSok;604;426;;;;;KVEGPAL;;12;
;EAN3121970160987;14;3121970160987;;;;;;;KB ENGRAIS HORTENSIAS LONGUE DUREE 1,5KG;1646;https://images-na.ssl-images-amazon.com/images/I/41mv3KLY9yL.jpg;;;;;;EVERGREEN;2000;false;260;190;70;OK;AMZSok;475;476;B07372GTFH;;;;KBHOR15;;10;
;EAN3121970162639;16;3121970162639;;;;;;;FERTILIGENE PUCERONS EXPRESS ;194;https://images-na.ssl-images-amazon.com/images/I/51BygUu-osL.jpg;;;;;;EVERGREEN;1000;false;33;175;95;AMEV;AMZS;540;392;B07L5FM93Y;;;;FRAPUC;;12;
;EAN3121970162776;653;3121970162776;;;;;;;FERTILIGENE SOLUTION BORDELAISE PAE 800 ML SOLUTION BORDELAISE LIQUIDE NSOBOR8 ATTENTION NE PAS RECOMMANDER SANS CONTROLE PRIX CAR PRODUIT DESTOCKE;1270;https://www.mariusferrat.fr/12850-thickbox_default/naturen-solution-bordelaise-pae-800ml.jpg;;;;;;EVERGREEN;1000;false;270;160;160;;AMZS;893;597;B082XSVVRV;Jardin +;;;NSOBOR8;;12;
;EAN3121970163353;24;3121970163353;;;;;;; FERTILIGENE SOIN HYDRATANT ORCHIDEES FHYD230 ARRET FOURNISSEUR ;639;https://images-na.ssl-images-amazon.com/images/I/41XgiTQiPuL.jpg;;;;;;EVERGREEN;2000;false;161;314;234;OK;AMZS;193;463;B01MU6XE7R;;;ARRET PRODUIT;;;;
;EAN3121970164268;60;3121970164268;;;;;;;NATUREN ENGRAIS COMPLET ORGANIQUE 15KG+5KG NUNI15P;21200;https://www.tridome.fr/media/catalog/product/cache/e4d64343b1bc593f1c5348fe05efa4a6/a/j/aj475176-3121970164268-visuel_produit_base-3121970164268.jpg;;;;;;EVERGREEN;1000;false;700;360;110;OK;COLok;1370;1761;;;;;NUNI15P;;1;3XNET
;EAN3121970165234;5;3121970165234;;;;;;;NATUREN SOUFRE MINERAL 750G SOUF75N;810;https://media.castorama.fr/is/image/Castorama/soufre-min-ral-750g~3121970165234_01CF?$MOB_PREV$&$width=618&$height=618;;;;;;EVERGREEN;1000;false;190;100;65;OK;AMZSok;597;392;;;;;;;12;
;EAN3121970165586;4;3121970165586;;;;;;;KBHOME DEFENSE STOP INSECTE 400ML;414;https://images-na.ssl-images-amazon.com/images/I/41TGCxXrz+L.jpg;;;;;;EVERGREEN;2000;false;240;65;65;;AMZSok;390;392;;;;;HDBARAG;;12;
;EAN3121970166569;9;3121970166569;;;;;;;KB HOME DEFENSE RATS 6 SACHETS 150G RATCER;192;https://images-na.ssl-images-amazon.com/images/I/51KCfdBo9zL.jpg;;;;;;EVERGREEN;2000;false;165;100;50;OK;AMZSok;293;392;B07B6J7L4V;;;;RATCERN;;12;3XNET
;EAN3121970166620;5;3121970166620;;;;;;;KB HOME DEFENSE RATS SOURIS MULOTS 5 SACHETS 125G RASMUC;164;https://media.castorama.fr/is/image/Castorama/3121970166620_03c?$MOB_PREV$&$width=618&$height=618;;;;;;EVERGREEN;2000;false;160;100;50;OK;AMZSok;285;392;B07B6K8WPL;;;;RASMUC;;12;3XNET
;EAN3121970167405;1;3121970167405;;;;;;;NATUREN, PURIN D ORTIES CONTRE PUCERONS, ACARIENS, MILDIOU;1084;https://images-na.ssl-images-amazon.com/images/I/41r33fKVuSL.jpg;;;;;;EVERGREEN;1000;false;240;80;80;AMEV;AMZSok;630;426;B07BWQKWX5;;;;NORTIPUR;;12;
;EAN3121970167528;1;3121970167528;;;;;;;FERTILIGENE ANTI LIMACE ET ESCARGOTS 450G FLIMEX45 ;477;https://images-na.ssl-images-amazon.com/images/I/61Gvw63RfbL._AC_SL1000_.jpg;;;;;;EVERGREEN;1000;false;165;100;50;OK;AMZSok;416;392;B089ZJCGJ5;Jardin +;;;FLIMEX45;;114;
;EAN3121970168068;1;3121970168068;;;;;;;KB ENGRAIS GAZON ANTI MOUSSE 3,5 KG GAM100M;3540;https://m.media-amazon.com/images/I/51yoE3iURAL._AC_.jpg;;;;;;EVERGREEN;2000;false;300;190;80;;AMZSok;902;525;;;;;GAM100M;;4;
;ean3121970168945;4;3121970168945;;;;;;;FERTI DESHERBANT JARDIN COURS ALLEES BOITE DE 24 TUBE;740;;;;;;;EVERGREEN;2000;false;255;180;75;OK;AMZSok;1;476;;;;;;;;
;EAN3121970173130;158;3121970173130;;;;;;;FERTILIGENE TERREAU UNIVERSEL 50L;19000;https://images-na.ssl-images-amazon.com/images/I/81M8%2BSlJ1FL._SL1500_.jpg;;;;;;EVERGREEN;1000;false;800;400;90;OK;COLok;828;1739;;TERREAU;;EFHFU5N-FBA;FU5N;;51;
;EAN3121970173536;84;3121970173536;;;;;;;EVERGREEN - SEMENCES GAZON REGARNISSANT 50M2 1KG - KREGFAC50;1110;https://images-na.ssl-images-amazon.com/images/I/51RwKs2WXWL.jpg;;;;;;EVERGREEN;1000;false;270;185;85;;AMZSok;911;525;B08VZR5BQS;;;;KREGFAC50;;10;
;EAN3121970173550;66;3121970173550;;;;;;;EVERGREEN - SEMENCES GAZON SUPER RESISTANT 40M2 1KG - KRESI40;1118;https://images-na.ssl-images-amazon.com/images/I/51hj8iUjHnL.jpg;;;;;;EVERGREEN;1000;false;260;180;80;;AMZSok;947;476;B08VYQKNZ2;;;;KRESI40;;12;
;EAN3121970173611;32;3121970173611;;;;;;;EVERGREEN - SEMENCES GAZON OMBRAGE 28M2 1KG - KOMBR28;1111;https://images-na.ssl-images-amazon.com/images/I/51vR-kYrqHL.jpg;;;;;;EVERGREEN;1000;false;270;190;85;OK;AMZSok;911;525;B08VZDS8M6;;;;KOMBR28;;10;
;EAN3121970173635;1;3121970173635;;;;;;;FERTILIGENE BATONNETS NUTRITIFS PLANTES VERTES FBPV;59;https://images-na.ssl-images-amazon.com/images/I/81gcz4mSdhL._AC_SL1500_.jpg;;;;;;EVERGREEN;2000;false;210;135;5;OK;AMZSok;306;392;B07L5FD1S1;;;;FBPV;;40;
;EAN3121970173871;1;3121970173871;;;;;;;FERTILIGENE ENGRAIS PLANTES FLEURIES ;569;https://images-na.ssl-images-amazon.com/images/I/41JCSMWo4iL.jpg;;;;;;EVERGREEN;1000;false;210;90;50;AMEV;AMZSok;351;392;B07L5DDKWZ;;;;FEGRB400;;12;
;EAN3121970174564;37;3121970174564;;;;;;;KB RUBANS ATTRAPE-MOUCHES, X4 KBMRUBAN;44;https://images-na.ssl-images-amazon.com/images/I/51ShFsS5mPL.jpg;;;;;;EVERGREEN;2000;false;80;90;25;OK;AMZSok;184;392;B084HG5DF3;;;;KBMRUBAN;;4;
;EAN3121970174588;1;3121970174588;;;;;;;EVERGREEN- 2 PIEGES MITES ALIMENTAIRES- KBMITALI;20;https://images-na.ssl-images-amazon.com/images/I/41+5zyRuYSL.jpg;;;;;;EVERGREEN;2000;false;14;138;76;;AMZS;312;392;;;;;KBMITALI;;1;
;EAN3121970174991;113;3121970174991;;;;;;;FERTILIGENE DESHERBANT COURS,ALLEES 500ML FDESA50N ATTENTION NE PAS RECOMMANDER SANS CONTROLE PRIX CAR PRODUIT DESTOCKE;580;;;;;;;EVERGREEN;2000;false;180;115;60;OK;AMZSok;1853;392;;;;;FDESA50N;;12;
;EAN3121970175431;11;3121970175431;;;;;;;FERTILIGENE ANTI-PUCERONS 250ML- FPUC250N;300;;;;;;;EVERGREEN;1000;false;117;85;50;;AMZS;573;463;;;;;FPUC250N;;12;
;EAN3121970175455;387;3121970175455;;;;;;;FERTILIGENE TRAITEMENT HIVER ET FIN D HIVER FTH400N ATTENTION NE PAS RECOMMANDER SANS CONTROLE PRIX CAR PRODUIT DESTOCKE;900;https://images-na.ssl-images-amazon.com/images/I/41VTKj1b1YL.jpg;;;;;;EVERGREEN;1000;false;38;241;56;OK;AMZS;785;518;B082XRX84H;Jardin +;;;FTH400N;;12;
;EAN3121970176070;4;3121970176070;;;;;;;FERTILIGENE MON SPRAY HYDRATANT ORCHIDEES 300ML  FHYD3;328;https://images-na.ssl-images-amazon.com/images/I/719XfMAyvvL._AC_SL1500_.jpg;;;;;;EVERGREEN;2000;false;200;80;40;OK;AMZSok;349;392;;;;;FHYD3;;10;
;EAN3121970177121;3;3121970177121;;;;;;;EVERGREEN ROUNDUP CONCENTRE POLYVALENT 400ML RMU400N ;400;https://images-na.ssl-images-amazon.com/images/I/51qEdU94k-L.jpg;;;;;;EVERGREEN;2000;false;180;115;60;;AMZS;1892;518;B08TX2HDLH;;;EFHRMU400N;RMU400N;;12;
;EAN3121970177992;17;3121970177992;;;;;;;EVERGREEN-RATS ET SOURIS BLOCS 200G-RASOFLOC;279;https://m.media-amazon.com/images/I/81YZuxbTtHL._AC_SL1500_.jpg;;;;;;EVERGREEN;2000;false;190;150;55;;AMZSok;513;426;;;;;RASOFLOC;;12;3XNET
;EAN3121970178906;6;3121970178906;;;;;;;EVERGREEN -SOURIS FOUDROYANT PâTES 24X10G-SFOUDPATN;250;https://images-na.ssl-images-amazon.com/images/I/51YGkZCxLfL.jpg;;;;;;EVERGREEN;2000;false;55;185;141;;AMZS;820;426;;;;;SFOUDPATN;;12;3XNET
;EAN3121970178920;124;3121970178920;;;;;;;FERTILIGENE NATUREN - FOURMIS BOITES APPâT  2X10G - FSPINB2 ATTENTION NE PAS RECOMMANDER SANS CONTROLE PRIX CAR PRODUIT DESTOCKE;20000;https://images-na.ssl-images-amazon.com/images/I/51Hydx5iP-L.jpg;;;;;;EVERGREEN;2000;false;21;240;110;;AMZS;297;392;;;;;FSPINB2N;;24;3XNET
;EAN3121970179200;90;3121970179200;;;;;;;EVERGREEN - SEMENCES GAZON RUSTIQUE 150M2 3,75KG - KRUST150;3750;https://images-na.ssl-images-amazon.com/images/I/51x6u608qhL.jpg;;;;;;EVERGREEN;1000;false;133;418;301;;AMZS;3142;692;B08VYV5RYQ;;;;KRUST150;;3;
;EAN3121970179514;75;3121970179514;;;;;;;EVERGREEN - SEMENCES GAZON ULTRA DENSE 35M2 875G - KDENS35;978;https://images-na.ssl-images-amazon.com/images/I/51w-dqYtzVL.jpg;;;;;;EVERGREEN;1000;false;270;180;90;;AMZSok;852;525;B08VZ5VDFB;;;;KDENS35;;12;
;EAN3121970179538;73;3121970179538;;;;;;;EVERGREEN - SEMENCES GAZON REGARNISSANT 100M2 2KG - KREGFAC100;2172;https://images-na.ssl-images-amazon.com/images/I/51M58RCbLYL.jpg;;;;;;EVERGREEN;1000;false;340;220;100;;AMZSok;1764;597;B08VZCB93V;;;;KREGFAC100;;6;
;EAN3121970179552;51;3121970179552;;;;;;;EVERGREEN - SEMENCES GAZON RUSTIQUE 35M2 875G - KRUST35;1021;https://images-na.ssl-images-amazon.com/images/I/51xVHqbJw+L.jpg;;;;;;EVERGREEN;1000;false;265;180;85;;AMZSok;735;525;B08VZ3GXV8;;;;KRUST35;;12;
;EAN3121970179637;4;3121970179637;;;;;;;EVERGREEN - SOS PELOUSE EN DETRESSE 80M2 4KG - KBSOS80;3800;https://images-na.ssl-images-amazon.com/images/I/517VmSE0F4L.jpg;;;;;;EVERGREEN;1000;false;400;270;110;;AMZSok;1294;642;B08VZV2X38;;;;KBSOS80;;3;
;EAN3121970180503;116;3121970180503;;;;;;;FERTILIGENE ANTI MALADIES ROSIERS PRET A L EMPLOI 800ML FSUROS800 ATTENTION NE PAS RECOMMANDER SANS CONTROLE PRIX CAR PRODUIT DESTOCKE;800;https://images-na.ssl-images-amazon.com/images/I/419xuwQr+dL.jpg;;;;;;EVERGREEN;1000;false;282;393;290;;AMZS;811;816;;Jardin +;;;FSUROS800;;12;
;EAN3121970180657;193;3121970180657;;;;;;;ROUNDUP AT PAE 1,2L  RAT12 ARRET FOURNISSEUR / RDCA12A;1303;https://images-na.ssl-images-amazon.com/images/I/41xWf3Ay7jL.jpg;;;;;;EVERGREEN;2000;false;270;130;70;;AMZSok;1189;426;;;;ARRET PRODUIT;RDCA12A2;ARRET PRODUIT;;
;EAN3121970180947;10;3121970180947;;;;;;;EVERGREEN - PUCERONS EXPRESS UAB PAE 700ML - KPUC700;792;https://images-na.ssl-images-amazon.com/images/I/410L4eDhUXL.jpg;;;;;;EVERGREEN;1000;false;280;130;60;;AMZSok;690;426;;;;;KPUC700;;12;
;EAN3121970181036;32;3121970181036;;;;;;;FERTILIGENE TERREAU UNIVERSEL 40L UTILISABLE EN AGRICULTURE BIOLOGIQUE FUNI40N;20000;https://images-na.ssl-images-amazon.com/images/I/41vFTqAZu5L.jpg;;;;;;EVERGREEN;1000;false;400;660;420;;COLok;680;1652;;TERREAU;;;FUNI40N;;4;3XNET
;EAN3121970181098;39;3121970181098;;;;;;;FERTILIGENE TERRE A GAZON ENRICHIE 40L FTGZ40 ;19900;https://images-na.ssl-images-amazon.com/images/I/414E745SnvL.jpg;;;;;;EVERGREEN;1000;false;80;750;400;;COLok;671;2194;;TERREAU;;;FTGZ40;;12;
;EAN3121970181111;29;3121970181111;;;;;;;FERTILIGENE TERRE DU JARDINIER ECO-RESPONSABLE 40L FTJAR40;18000;https://images-na.ssl-images-amazon.com/images/I/515dGvEBqFL.jpg;;;;;;EVERGREEN;1000;false;80;800;400;;COLok;634;1633;;TERREAU;;;FTJAR40;;54;
;EAN3121970181180;11;3121970181180;;;;;;;EVERGREEN TERRE VEGETALE ENRICHIE FTV35N;19200;https://m.media-amazon.com/images/I/81Jsnrc1DRL._AC_SL1500_.jpg;;;;;;EVERGREEN;1000;false;80;800;400;;COLok;427;1780;;TERREAU;;;FTV35N;;48;
;EAN3121970181920;42;3121970181920;;;;;;;EVERGREEN-PELOUSE UNIVERSELLE-5KG- KUNIV5;5000;https://m.media-amazon.com/images/I/81YFLqqocfL._AC_SL1500_.jpg;;;;;;EVERGREEN;1000;false;311;604;402;;COL;2141;852;;;;;KUNIV5;;1;3XNET
;EAN3121970182453;14;3121970182453;;;;;;;FERTILIGENE-FOURMIS GRANULES 250G-FFOUP250;286;https://images-na.ssl-images-amazon.com/images/I/414emmt+rfL.jpg;;;;;;EVERGREEN;2000;false;150;60;60;;AMZSok;326;392;;;;;FFOUP250;;12;3XNET
;EAN3121970182477;15;3121970182477;;;;;;;FERTILIGENE-FOURMIS GRANULES 500G-FFOUP500;560;;;;;;;EVERGREEN;2000;false;190;90;90;;AMZSok;554;426;;;;;FFOUP500;;12;3XNET
;EAN3121970182491;13;3121970182491;;;;;;;FERTILIGENE-FOURMIS TUBES 25G-FFT25;43;https://images-na.ssl-images-amazon.com/images/I/5157Bbvgf7L.jpg;;;;;;EVERGREEN;2000;false;180;125;30;;AMZSok;305;392;;;;;FFT25;;24;3XNET
;EAN3121970182958;37;3121970182958;;;;;;;FERTILIGENE - DESHERBANT JARDIN-COURS-ALLEE CONCENTRE - FDESF75;800;https://media.castorama.fr/is/image/Castorama/d-sherbant-concentr-fertilig-ne-800ml~3121970182958_01c_FR_CF?$MOB_PREV$&$width=768&$height=768;;;;;;EVERGREEN;2000;false;250;85;85;;AMZSok;811;426;;;;FDESF75;FDESF75;;12;
;EAN3121970183153;1;3121970183153;;;;;;;FERTILIGENE TERREAU AGRUMES 6L FAGRU6P;2390;https://m.media-amazon.com/images/I/81lar7joSDL._AC_SL1500_.jpg;;;;;;EVERGREEN;1000;false;380;230;80;;AMZSok;447;597;;;;;FAGRU6B;;;
;EAN3121970183214;6;3121970183214;;;;;;;FERTILIGENE - TERREAU BONSAIS 6L - FBON6P;3150;https://media.castorama.fr/is/image/Castorama/terreau-bonsai-fertiligene-6l~3121970183214_01c_FR_CF?$MOB_PREV$&$width=768&$height=768;;;;;;EVERGREEN;2000;false;410;240;90;;AMZSok;447;597;;;;;;;;
